genes,in_group_fraction,out_group_fraction,in_out_group_ratio,in_group_mean_exp,out_group_mean_exp,fold_change,pvals_adj,target_dmain,neighbors
PDLIM5,0.9983974358974359,0.9533898305084746,1.0472079772079772,0.516013503074646,0.17080314457416534,1.4122869968414307,2.730350079419151e-06,3,[5]
SPRR1A,0.9983974358974359,0.8601694915254238,1.1606984969053935,0.53085857629776,0.1146644726395607,1.516180157661438,5.3178948501430045e-18,3,[5]
EFNB1,0.9983974358974359,0.902542372881356,1.1062056097267365,0.520530641078949,0.15453539788722992,1.4419482946395874,3.7744814650275585e-10,3,[5]
ST14,0.9983974358974359,0.9152542372881356,1.0908416429249763,0.5627925992012024,0.18532344698905945,1.4585884809494019,7.516876322680303e-05,3,[5]
MPZL2,0.9983974358974359,0.9872881355932204,1.0112523385055574,0.5978788733482361,0.18351562321186066,1.513406753540039,4.176169533267645e-15,3,[5]
HIST2H2AA4,0.9983974358974359,0.8834745762711864,1.1300805509438603,0.5259803533554077,0.16675566136837006,1.4322185516357422,4.672346306460097e-11,3,[5]
TNKS1BP1,0.9983974358974359,0.9766949152542372,1.0222203682073532,0.5913580060005188,0.23829807341098785,1.4234163761138916,0.00025598517180279147,3,[5]
BICD2,0.9983974358974359,0.9809322033898306,1.0178047294677963,0.644075870513916,0.2519426643848419,1.4801348447799683,3.7942299916314044e-05,3,[5]
MICALL1,0.9983974358974359,0.8220338983050848,1.2145453343906951,0.46602851152420044,0.11775849759578705,1.4166146516799927,2.1962326074794423e-11,3,[5]
TNFAIP1,0.9983974358974359,0.961864406779661,1.037981475206145,0.5251539945602417,0.18027395009994507,1.4118205308914185,3.3002391509056884e-05,3,[5]
POLD2,0.9983974358974359,0.9597457627118644,1.040272825041037,0.5524969100952148,0.20284755527973175,1.4185699224472046,0.0003334186296845361,3,[5]
MAL2,0.9983974358974359,0.9872881355932204,1.0112523385055574,0.646790623664856,0.19625148177146912,1.5691579580307007,1.3859198645801802e-09,3,[5]
WARS,0.9983974358974359,0.9491525423728814,1.0518830128205128,0.7884491086006165,0.28832271695137024,1.648929476737976,0.0023835519990894317,3,[5]
CXADR,0.9983974358974359,0.8220338983050848,1.2145453343906951,0.4463007152080536,0.10467423498630524,1.4072346687316895,2.4787705548438653e-12,3,[5]
PTGFRN,0.9983974358974359,0.9703389830508474,1.0289161348113314,0.5887386798858643,0.21844108402729034,1.4481654167175293,1.408180261157257e-08,3,[5]
ARPC1A,0.9983974358974359,0.9915254237288136,1.0069307473153626,0.6089769005775452,0.2503070533275604,1.4314240217208862,0.0018859803611121985,3,[5]
MAPK6,0.9967948717948718,0.9449152542372882,1.0549039898815684,0.5820823907852173,0.16234402358531952,1.5215632915496826,4.766701713364421e-21,3,[5]
HSPH1,0.9967948717948718,0.8877118644067796,1.1228810966281133,0.5619533658027649,0.15334871411323547,1.5047167539596558,5.927941393195686e-11,3,[5]
ESRP1,0.9967948717948718,0.8326271186440678,1.197168395641678,0.4851699471473694,0.1414509415626526,1.4101823568344116,5.0781797612305725e-05,3,[5]
DHRS7,0.9967948717948718,0.961864406779661,1.0363153733197785,0.5238178372383118,0.17311112582683563,1.4200706481933594,8.489267204836804e-07,3,[5]
LGALSL,0.9967948717948718,0.9427966101694916,1.057274560645347,0.48697030544281006,0.13966409862041473,1.4152498245239258,3.091964296110024e-08,3,[5]
RBP1,0.9967948717948718,0.8559322033898306,1.1645722264534146,0.654184103012085,0.20975345373153687,1.5596020221710205,2.321041027136388e-06,3,[5]
TRAPPC3,0.9967948717948718,0.9004237288135594,1.1070286576168928,0.5141578316688538,0.13676334917545319,1.4584795236587524,4.525554247426503e-23,3,[5]
SEMA4B,0.9967948717948718,0.7563559322033898,1.3178912590677296,0.4591417908668518,0.0973871499300003,1.4358465671539307,2.400910948206081e-16,3,[5]
OCIAD2,0.9967948717948718,0.951271186440678,1.047855633601736,0.5643697381019592,0.17704443633556366,1.4730355739593506,0.0004876476145527783,3,[5]
CCDC109B,0.9967948717948718,0.8771186440677966,1.1364424625294192,0.5178055167198181,0.16057318449020386,1.4293678998947144,2.4790021231723256e-05,3,[5]
WNT5A,0.9967948717948718,0.8771186440677966,1.1364424625294192,0.4997884929180145,0.16297705471515656,1.4004749059677124,0.008396882268203815,3,[5]
NGRN,0.9967948717948718,0.8622881355932204,1.155988155988156,0.503288984298706,0.11877087503671646,1.468906283378601,3.835708891779892e-14,3,[5]
RAB1A,0.9967948717948718,0.972457627118644,1.0250265348304564,0.5676357746124268,0.21369598805904388,1.4246693849563599,9.388866591270171e-06,3,[5]
TMOD3,0.9967948717948718,0.8792372881355932,1.133704046957059,0.5371934175491333,0.16995535790920258,1.4437415599822998,4.4526283554943256e-08,3,[5]
ENDOD1,0.9951923076923077,0.9576271186440678,1.0392273655547992,0.5521966218948364,0.1738976389169693,1.4597994089126587,4.3750840953570125e-08,3,[5]
PYGL,0.9951923076923077,0.8877118644067796,1.1210758215531487,0.533652126789093,0.17885401844978333,1.42589271068573,0.004774076092626668,3,[5]
MYO1B,0.9919871794871795,0.913135593220339,1.0863525492295794,0.5691643357276917,0.18677066266536713,1.4657888412475586,0.002193684258194077,3,[5]
RAB25,0.9919871794871795,0.913135593220339,1.0863525492295794,0.522491991519928,0.15765085816383362,1.440285086631775,0.037820607209865936,3,[5]
IER5,0.9903846153846154,0.9046610169491526,1.0947577013150784,0.4803374111652374,0.1326722800731659,1.4157580137252808,7.801340055897248e-07,3,[5]
MALL,0.9887820512820513,0.7966101694915254,1.2412370430987454,0.5287737250328064,0.11185410618782043,1.5172804594039917,7.311358582040183e-20,3,[5]
CDA,0.9871794871794872,0.9088983050847458,1.0861275476660093,0.47060340642929077,0.12100259959697723,1.4185010194778442,0.0022396289758716713,3,[5]
PDZK1IP1,0.9855769230769231,0.913135593220339,1.0793325004461896,0.4833357632160187,0.12693902850151062,1.4281740188598633,0.004330960556300933,3,[5]
ITGB6,0.9839743589743589,0.6271186440677966,1.569040194040194,0.483207643032074,0.12121981382369995,1.4361814260482788,0.008764742070643873,3,[5]
CYB5R2,0.9711538461538461,0.6483050847457628,1.4979889391654095,0.42876261472702026,0.08978883922100067,1.4035066366195679,0.00014248894716333983,3,[5]
CDHR1,1.0,0.5508474576271186,1.8153846153846154,0.47690197825431824,0.07095924764871597,1.5007164478302002,2.3452555999378396e-153,4,[5]
HOPX,1.0,0.9851694915254238,1.01505376344086,0.7045707702636719,0.2645743787288666,1.5527015924453735,2.6387492386542488e-142,4,[5]
TMEM45A,1.0,0.9936440677966102,1.0063965884861408,0.8014653921127319,0.36452925205230713,1.547957181930542,3.0227637040697905e-136,4,[5]
FLG,1.0,0.8665254237288136,1.1540342298288508,0.5070292353630066,0.14323875308036804,1.4387726783752441,5.106250051170418e-130,4,[5]
CASP14,0.9982078853046595,0.8241525423728814,1.2111931153311035,0.5404354333877563,0.1520940065383911,1.4745330810546875,2.8365283730077965e-137,4,[5]
DCT,0.996415770609319,0.1292372881355932,7.709971208649157,0.37127986550331116,0.013941476121544838,1.429519534111023,1.2269026401643821e-156,4,[5]
TYRP1,0.996415770609319,0.288135593220339,3.4581488509382243,0.4207216799259186,0.034245122224092484,1.4717856645584106,5.036075612529164e-155,4,[5]
PMEL,0.996415770609319,0.5169491525423728,1.9274928021622892,0.40850675106048584,0.05148215964436531,1.4290709495544434,5.672689926777517e-151,4,[5]
DEFB103A,1.0,0.9978858350951374,1.0021186440677967,0.8861913681030273,0.5179742574691772,1.4451557397842407,1.4236840281796925e-83,7,[2]
DEFB103B,1.0,0.9978858350951374,1.0021186440677967,0.8816275596618652,0.5319847464561462,1.4185606241226196,5.198499692467558e-77,7,[2]
AQP5,1.0,0.7516059957173448,1.3304843304843306,0.578305721282959,0.2320401668548584,1.4137780666351318,6.57422719723482e-36,9,[6]
SCGB2A2,1.0,0.7301927194860813,1.36950146627566,0.6303255558013916,0.2650730609893799,1.4408777952194214,1.5383189111387406e-29,9,[6]
MUCL1,1.0,0.9935760171306209,1.0064655172413794,0.9032259583473206,0.505605161190033,1.4882795810699463,1.3557132999029791e-21,9,[6]
